row_id,tag_name,point_id
216998988,JK5-AHU-1-D-Z02-MANUAL_FAN_SPEED_SETPOINT,1d80dfac5eeef40b94c872bb6ce8c2b1
216998981,JK5-AHU-1-D-Z02-PICV_REGULATION_MODE,ea7aaed8c6e18fb4fe316937322fe28e
216998983,JK5-AHU-1-D-Z02-PICV_RET_AIR_TEMP_SETPOINT,00407ec51b25b88f6d393f47e2c3d872
216998984,JK5-AHU-1-D-Z02-PICV_SUPP_AIR_TEMP_SETPOINT,9457eeadc780c27ec1f008a7d1d1b977
216998954,JK5-AHU-1-D-Z02-PICV_WATER_FLOW_1,ecd72a811d76378d75faf865adff0adc
216998953,JK5-AHU-1-D-Z02-PICV_WATER_FLOW_2,899fefe1b6205e6b17823622c8762647
216998949,JK5-AHU-1-D-Z02-PICV_WATER_FLOW_COMMAND,dd2d976eca6bde7b8bdfb6e35a5f59e6
216998972,JK5-AHU-1-D-Z02-RET_AIR_HUM_1,3c9fdb8c4992dc14d4ffb3812821d915
216998978,JK5-AHU-1-D-Z02-RET_AIR_HUM_2,6c4429e17e5f1f1af2f9188afa8707a5
216998956,JK5-AHU-1-D-Z02-RET_AIR_TEMP_1,ba40d2277ad60c86762cd4282bbac1d0
216998974,JK5-AHU-1-D-Z02-RET_AIR_TEMP_2,724759c45bad833db5dbfb315237c1cf
216998973,JK5-AHU-1-D-Z02-RET_AIR_TEMP_3,96587327563520ca8bf82d8773267e09
216998975,JK5-AHU-1-D-Z02-RET_AIR_TEMP_4,29ce92e126258c2187a5ab96c06f6fb4
216998956,JK5-AHU-1-D-Z02-SUPP_AIR_TEMP_1,ba40d2277ad60c86762cd4282bbac1d0
216998973,JK5-AHU-1-D-Z02-SUPP_AIR_TEMP_2,96587327563520ca8bf82d8773267e09
216998976,JK5-AHU-1-D-Z02-UNIT_WORKING_HOURS,7666d9efbce2dfe006f7eae49b256a33
216998955,JK5-AHU-1-D-Z02-WATER_INLET_TEMP,4d7475ba70d203c5ca9f727f2c2b7caa
216998924,JK5-AHU-1-D-Z02-WATER_OUTLET_TEMP,95e4ab3778629a2aba74e828faf2090c
216962861,JK5-AHU-1-D-Z03-ACTUAL_FAN_SPEED,cd6590c24a47b956260ca1893666b78d
216999172,JK5-AHU-1-D-Z03-ACTUAL_RET_AIR_HUM,0e602cc90c50bc99022a4d976ff75cdd
216999170,JK5-AHU-1-D-Z03-ACTUAL_RET_AIR_TEMP,f896cbf29ef9a20f2f6de64abdf00997
216999171,JK5-AHU-1-D-Z03-ACTUAL_SUPP_AIR_TEMP,fdb055c68f7ce6c3788c11cebdf97969
216999210,JK5-AHU-1-D-Z03-COLD_AISLE_DIFF_PRESS_1,c0df558ae063f49cdab49971689aad2a
216999207,JK5-AHU-1-D-Z03-COLD_AISLE_DIFF_PRESS_2,04401c0031d1d8011dd91716d855fd56
216999212,JK5-AHU-1-D-Z03-COLD_AISLE_DIFF_PRESS_3,22fcb82f9bb5d0084641a542143348bb
216999204,JK5-AHU-1-D-Z03-COLD_AISLE_HUM_1,abe17eeb1b5cf353568369614b70d92c
216999206,JK5-AHU-1-D-Z03-COLD_AISLE_HUM_2,134eb64cd5108e2784c21fd5733d21b6
216999199,JK5-AHU-1-D-Z03-COLD_AISLE_HUM_3,5db2f1fee62513aa0b6b1ede6a277ed5
216999209,JK5-AHU-1-D-Z03-COLD_AISLE_HUM_4,9661b5ea0b84135a23fb7cac1430a421
216999208,JK5-AHU-1-D-Z03-COLD_AISLE_HUM_5,5c0cb63b992afd221f5aaacf7a86722a
216999202,JK5-AHU-1-D-Z03-COLD_AISLE_TEMP_1,454c9eb5b448ad064168982e9ad1f36f
216999201,JK5-AHU-1-D-Z03-COLD_AISLE_TEMP_2,f9aff5920f43982862f5989780fae423
216999203,JK5-AHU-1-D-Z03-COLD_AISLE_TEMP_3,9361a040305cc156d337fa70cb403fa6
216999200,JK5-AHU-1-D-Z03-COLD_AISLE_TEMP_4,6cd81c41d769096f438eb7f629bfaa26
216999205,JK5-AHU-1-D-Z03-COLD_AISLE_TEMP_5,8f79ab20728bee6e401af1927a566a0e
216999167,JK5-AHU-1-D-Z03-FAN_1_POWER,33566583d367b9544b8327e85d894d64
216999169,JK5-AHU-1-D-Z03-FAN_1_SPEED_FEEDBACK,22a003688fe6a250d9836442713aa6c6
216999193,JK5-AHU-1-D-Z03-FAN_10_POWER,72c4d14f4df1391ad7b0c20fdc7ccc3e
216999181,JK5-AHU-1-D-Z03-FAN_10_SPEED_FEEDBACK,3d74a15b867348d9b8edb3d621ff1369
216999192,JK5-AHU-1-D-Z03-FAN_11_POWER,ba44234cd92e14edaa146f274c9fd315
216999180,JK5-AHU-1-D-Z03-FAN_11_SPEED_FEEDBACK,80fae8b0b98a7ecffab14d31dd50df6a
216999194,JK5-AHU-1-D-Z03-FAN_12_POWER,c8b56462eafd3cdc66ff2bedab3bc043
216999182,JK5-AHU-1-D-Z03-FAN_12_SPEED_FEEDBACK,835a3fa8838d793da1af887802ee3395
216999186,JK5-AHU-1-D-Z03-FAN_2_POWER,74fa6ac75d748b494ba3b8c089586f8b
216999174,JK5-AHU-1-D-Z03-FAN_2_SPEED_FEEDBACK,2a461dbe67ea1108f5a2b6da287107b0
216999185,JK5-AHU-1-D-Z03-FAN_3_POWER,689e704b4c9d01a334f2d16ec9163db2
216999173,JK5-AHU-1-D-Z03-FAN_3_SPEED_FEEDBACK,1471faafdef1f8c5df01e705261be284
216999187,JK5-AHU-1-D-Z03-FAN_4_POWER,f88a2fb0ab9ee89cce8fd73c31225c82
216999175,JK5-AHU-1-D-Z03-FAN_4_SPEED_FEEDBACK,c6212227a1b3be6d1a038365b86ba9fc
216999184,JK5-AHU-1-D-Z03-FAN_5_POWER,fba14a2268929159c90c671f8d9d321e
216999168,JK5-AHU-1-D-Z03-FAN_5_SPEED_FEEDBACK,52713252aec9b05931fb9c30760c75e7
216999189,JK5-AHU-1-D-Z03-FAN_6_POWER,06a3a38c6a5b5665235b5ab4ffecea22
216999178,JK5-AHU-1-D-Z03-FAN_6_SPEED_FEEDBACK,97e43d0b17c017d50fb281bd9edc09b1
216999188,JK5-AHU-1-D-Z03-FAN_7_POWER,46b9238df387e03d04683c6fd135e025
216999177,JK5-AHU-1-D-Z03-FAN_7_SPEED_FEEDBACK,492ae0e4e734a0048904ad79a1a41f80
216999190,JK5-AHU-1-D-Z03-FAN_8_POWER,7bedb936be244ef43e5bc2252fb31527
216999179,JK5-AHU-1-D-Z03-FAN_8_SPEED_FEEDBACK,ba929912098ad14e688c6841ada77960
216999183,JK5-AHU-1-D-Z03-FAN_9_POWER,002e1074e84adce6644add0656c6b338
216999176,JK5-AHU-1-D-Z03-FAN_9_SPEED_FEEDBACK,f3fdd616218d23f3a585bc90880fed11
216999224,JK5-AHU-1-D-Z03-FAN_DIFF_PRESS_SETPOINT,af1ad50a43068f947c4f7bc900083422
216999227,JK5-AHU-1-D-Z03-FAN_DIFF_TEMP_SETPOINT,004f3a6b554182596ab5ade5b6dcef0c
216999229,JK5-AHU-1-D-Z03-FAN_MAX_SPEED_SETPOINT,7e69f0375f7876427252163c1e08b8c6
216999228,JK5-AHU-1-D-Z03-FAN_MIN_SPEED_SETPOINT,77d832d47620861083c905c5c29cd685
216999222,JK5-AHU-1-D-Z03-FAN_REGULATION_MODE,81209340282cc14686eb2fa15f679b11
216999219,JK5-AHU-1-D-Z03-FILTER_PRESS_DIFF_1,9f51631d4623afecfa586812969bfc87
216999221,JK5-AHU-1-D-Z03-FILTER_PRESS_DIFF_2,d77f5033f494a2b9641b1fd1d00cc739
216999230,JK5-AHU-1-D-Z03-MANUAL_FAN_SPEED_SETPOINT,794c6645ec83132a13672c6999b919ec
216999223,JK5-AHU-1-D-Z03-PICV_REGULATION_MODE,b57ac774ec33c56ff516fdd853074ed2
216999225,JK5-AHU-1-D-Z03-PICV_RET_AIR_TEMP_SETPOINT,4b7b62cdfe34cf03a13dc29552433f43
216999226,JK5-AHU-1-D-Z03-PICV_SUPP_AIR_TEMP_SETPOINT,7697a488246e359df1253800d090f1c9
216999196,JK5-AHU-1-D-Z03-PICV_WATER_FLOW_1,0a5c915e8f45a1a8be03b9ccbc62be75
216999195,JK5-AHU-1-D-Z03-PICV_WATER_FLOW_2,7ed10e147ba53c1e8e69da20f319d435
216999191,JK5-AHU-1-D-Z03-PICV_WATER_FLOW_COMMAND,84a0c03eb74287690a0972edcf831370
216999214,JK5-AHU-1-D-Z03-RET_AIR_HUM_1,cf8d14839e0900e837cd90e5a3fda333
216999220,JK5-AHU-1-D-Z03-RET_AIR_HUM_2,8674141d67d6c3f966630b6d84eeeb80
216999198,JK5-AHU-1-D-Z03-RET_AIR_TEMP_1,0c7f78e1f23494175981808f973bbfe5
216999216,JK5-AHU-1-D-Z03-RET_AIR_TEMP_2,88af5489d10cf68557540afa8da4df94
216999215,JK5-AHU-1-D-Z03-RET_AIR_TEMP_3,89a774c20f2940d5dea7ce7c8a15db3e
216999217,JK5-AHU-1-D-Z03-RET_AIR_TEMP_4,62718cc0f6af5ea4b422965c2adac31f
216999211,JK5-AHU-1-D-Z03-SUPP_AIR_TEMP_1,de5dad55c6a7cc2c90ccd4a5d71ef4bc
216999213,JK5-AHU-1-D-Z03-SUPP_AIR_TEMP_2,07ef6ae12f6975effdc4ea9331698638
216999218,JK5-AHU-1-D-Z03-UNIT_WORKING_HOURS,7933c44d934b803d950a4fc714dd2e93
216999197,JK5-AHU-1-D-Z03-WATER_INLET_TEMP,65678518af6738a610ea1c8d4f1a522d
216999166,JK5-AHU-1-D-Z03-WATER_OUTLET_TEMP,0f2701c9258255127e862441d5c276e8
216962863,JK5-AHU-1-D-Z04-ACTUAL_FAN_SPEED,bd6d7c6f61be35a37538bf347b5c3780
216999414,JK5-AHU-1-D-Z04-ACTUAL_RET_AIR_HUM,3e8785414db88856e5aa4e1eaafbff05
216999412,JK5-AHU-1-D-Z04-ACTUAL_RET_AIR_TEMP,7c8dc194fba82651a6d018b33292aad9
216999413,JK5-AHU-1-D-Z04-ACTUAL_SUPP_AIR_TEMP,a4b971be13f09606a1dd60c280b06b1b
216999452,JK5-AHU-1-D-Z04-COLD_AISLE_DIFF_PRESS_1,20ae12902123ac15008f333055af6c33
216999449,JK5-AHU-1-D-Z04-COLD_AISLE_DIFF_PRESS_2,ec07891dc854e1c3ad2ffe3d40931470
216999454,JK5-AHU-1-D-Z04-COLD_AISLE_DIFF_PRESS_3,9347250ef89eac0659ac667a90bdbc7b
216999446,JK5-AHU-1-D-Z04-COLD_AISLE_HUM_1,4e8b850b8c4e0fc2733e0164e40b46c7
216999448,JK5-AHU-1-D-Z04-COLD_AISLE_HUM_2,b8c7c71598d5f9e58169f83464f57e71
216999441,JK5-AHU-1-D-Z04-COLD_AISLE_HUM_3,9a22c16f971dd6804e79dc52273e0fba
216999451,JK5-AHU-1-D-Z04-COLD_AISLE_HUM_4,66acf0394f72b55d761e5d6de9a4424a
216999450,JK5-AHU-1-D-Z04-COLD_AISLE_HUM_5,751f24955a827e52c415ad033ddd9dec
216999444,JK5-AHU-1-D-Z04-COLD_AISLE_TEMP_1,a075fcafec84f34fe5be969d7b042e1a
216999443,JK5-AHU-1-D-Z04-COLD_AISLE_TEMP_2,bf0bb72fe25dbe93b29c47931ea8f678
216999445,JK5-AHU-1-D-Z04-COLD_AISLE_TEMP_3,50a9a45a520385b77847b11469ac6efa
216999442,JK5-AHU-1-D-Z04-COLD_AISLE_TEMP_4,6e866e6d8a1958cd3a7fff82a3b8a281
216999447,JK5-AHU-1-D-Z04-COLD_AISLE_TEMP_5,f435cbcce06c869fd547293e1d0093da
216999409,JK5-AHU-1-D-Z04-FAN_1_POWER,ea6eff293fa6632b65584b1f5fa2e013
216999411,JK5-AHU-1-D-Z04-FAN_1_SPEED_FEEDBACK,54fafc44cb66428a4ba703a6ad32062e
216999435,JK5-AHU-1-D-Z04-FAN_10_POWER,d67cff330ccb821dc216edeb83962a21
216999423,JK5-AHU-1-D-Z04-FAN_10_SPEED_FEEDBACK,dc354875f3c83c52a20111b76b30f24c
216999434,JK5-AHU-1-D-Z04-FAN_11_POWER,c1fa4318ee7655de449575464f6c58ed
216999422,JK5-AHU-1-D-Z04-FAN_11_SPEED_FEEDBACK,aae2a471cc3cfb35b4229fd1b130fb93
216999436,JK5-AHU-1-D-Z04-FAN_12_POWER,b8413d817d2ea4076392b1285f0aeac5
216999424,JK5-AHU-1-D-Z04-FAN_12_SPEED_FEEDBACK,f8c110d54ab88387c61d1f6c3a9c2ff9
216999428,JK5-AHU-1-D-Z04-FAN_2_POWER,b9c1d415175daa79f4f42907b1ff272d
216999416,JK5-AHU-1-D-Z04-FAN_2_SPEED_FEEDBACK,df2441f60088d5ec792e48b7e08cb62d
216999427,JK5-AHU-1-D-Z04-FAN_3_POWER,826f357f2dfa51801545b26489f13950
216999415,JK5-AHU-1-D-Z04-FAN_3_SPEED_FEEDBACK,486e9ba64f598c086916e2232f9f1b5f
216999429,JK5-AHU-1-D-Z04-FAN_4_POWER,d9c398cd3d10350536672124e190bde6
216999417,JK5-AHU-1-D-Z04-FAN_4_SPEED_FEEDBACK,08f879c92df16517d5c904467a6d0094
216999426,JK5-AHU-1-D-Z04-FAN_5_POWER,8efdd980e08d8259ea1d19e08f739acc
216999410,JK5-AHU-1-D-Z04-FAN_5_SPEED_FEEDBACK,a59e451a3d2a82f6dfb1388528af9d6e
216999431,JK5-AHU-1-D-Z04-FAN_6_POWER,799e90d9c5c028c728c4b89e3d3d171b
216999420,JK5-AHU-1-D-Z04-FAN_6_SPEED_FEEDBACK,0fe92a05a0bba4b40f23f9f646c4cf03
216999430,JK5-AHU-1-D-Z04-FAN_7_POWER,eaeeb402df49fc02d6c810afc2fd16e0
216999419,JK5-AHU-1-D-Z04-FAN_7_SPEED_FEEDBACK,5c838f0dfc27afd537ce09446c74794d
216999432,JK5-AHU-1-D-Z04-FAN_8_POWER,d12a48a6547914f38420f10ce797f6fd
216999421,JK5-AHU-1-D-Z04-FAN_8_SPEED_FEEDBACK,b061fbab38679a43e229fd90cba0d4d2
